,0,1,2,3,4,5,6,7,8,9,10
198,1332213027790225408,79114591,keyabau,fluffysweetx,,2009-10-02 06:34:58,1918,520,False,2020-11-27 06:41:51,dateng2 nolak RUU PKS https://t.co/wC0WPtWjo0
199,1332211801941893122,808335150505291776,medioker,mediocrickey,"Anón, Puerto Rico",2016-12-12 15:38:12,39178,778,False,2020-11-27 06:36:59,"@ikanfis rujukan ke notulensinya kan bisa dimintakan kepada pihak Unand

memang sudah ada buku/jurnal yang spesifik membahas RUU PKS di Indonesia? buku/jurnal kan menjadi sumber referensi sekunder aja di dalam ilmu hukum, utamanya di naskah produk hukumnya (bs mencakup jg naskah akademik)"
200,1332211472663908352,546025427,M.T. Akbar,mEiZARo,🇮🇩,2012-04-05 14:43:37,863,2389,False,2020-11-27 06:35:41,"@AmanillahH Itu di bem kema yak. Kalo di bem fisip unpad sendiri sih, mrk sangat dukung RUU PKS"
201,1332210803076788225,1233000982566469632,areamasjid,rummmarum,,2020-02-27 12:08:46,363,296,False,2020-11-27 06:33:01,"i mean,

FUCKIN DUMBASS, RUU PKS LEBIH PENTING DAN URGENT BUAT KEADAAN SEKARANG!"
202,1332210772697485312,546025427,M.T. Akbar,mEiZARo,🇮🇩,2012-04-05 14:43:37,863,2389,False,2020-11-27 06:32:54,"@AmanillahH Kalo di unpad, kubu kiri sama kanan sama2 kuat soalnya, tapi mereka jg menyuarakan dukungan utk RUU PKS, meskipun ga begitu nyaring"
203,1332209688243359745,842678935817142272,Amnesty International Indonesia,amnestyindo,"Jakarta, Indonesia",2017-03-17 10:08:09,32550,163,False,2020-11-27 06:28:35,"Mari bersolidaritas dengan penyintas. Kawal terus pengesahan RUU PKS! Suarakan dukunganmu, gunakan tagar #sahkanRUUPKS dan mention @dpr_ri, @puanmaharaniri, dan @supratman61. https://t.co/xATHnJQttq"
204,1332209518789292032,842678935817142272,Amnesty International Indonesia,amnestyindo,"Jakarta, Indonesia",2017-03-17 10:08:09,32550,163,False,2020-11-27 06:27:55,"Pada Audiensi Virtual PENA bertema RUU PKS kemarin, Ketua Baleg DPR RI Supratman Andi Agtas menyatakan RUU PKS akan masuk Prolegnas 2021. #sahkanRUUPKS #16HAKTP"
205,1332209369912545280,842678935817142272,Amnesty International Indonesia,amnestyindo,"Jakarta, Indonesia",2017-03-17 10:08:09,32550,163,False,2020-11-27 06:27:19,"Data Komnas Perempuan menyatakan, kekerasan terhadap perempuan meningkat 800% selama 10 tahun terakhir.
Di masa pandemi COVID-19, kekerasan seksual juga terus meningkat hingga 75%. 
Pengesahan RUU PKS penting agar ada aturan yang memberi perlindungan dan keadilan bagi korban."
206,1332209285623803905,1179106710356578305,🐾,obfusticated_,,2019-10-01 18:52:08,92,144,False,2020-11-27 06:26:59,"dahan dulu ye, lama lama kesel juga ue.
ue mau undang lu semua yang baca ini kesini nih. bisalah sembari intisyar'ian. 
misal lu mau edukasi ruu pks bisa juga ni dateng mari, karena ks dijalan pun banyak, biar kawan kita yang dijalan pada paham juga, sekian 😚 https://t.co/utZXBCBLXI"
207,1332209228379873281,842678935817142272,Amnesty International Indonesia,amnestyindo,"Jakarta, Indonesia",2017-03-17 10:08:09,32550,163,False,2020-11-27 06:26:45,"Bu Puan pernah meminta @DPR_RI aktif mendorong pembahasan RUU PKS saat menjabat sebagai Menko Pembangunan Manusia dan Kebudayaan. Sekarang, saat Bu Puan menjadi Ketua DPR, yuk ingatkan kembali komitmen DPR untuk hapus kekerasan seksual! #sahkanRUUPKS https://t.co/JXNljSdQkM"
208,1332208811021533184,1031865096,Zara | Ijah,Zararaaaaa,,2012-12-24 03:52:43,81,320,False,2020-11-27 06:25:06,"@fsexismcult Halo Kak! Ingin RUU PKS segera disahkan?
Mari bersama-sama desak Ketua DPR RI Puan Maharani agar RUU PKS kembali masuk daftar prolegnas prioritas &amp; dapat segera disahkan. Suarakan desakanmu di https://t.co/eTu2WjlI1d
Jangan lupa disebarluaskan ke sesama pendukung RUU PKS ya kak!"
209,1332208692100403200,1137227060416356352,Arief Setiawan II,Nitro_Foxit,"Kota Tangerang, Banten",2019-06-08 05:17:14,75,249,False,2020-11-27 06:24:38,"@RahayuSaraswati Ini upaya penjatuhan Mbak. Senjata mereka adlh RUU PKS, non muslim, dan skrg korupsi ini.. waspadalah"
210,1332208190465789952,1137227060416356352,Arief Setiawan II,Nitro_Foxit,"Kota Tangerang, Banten",2019-06-08 05:17:14,75,249,False,2020-11-27 06:22:38,"@ArvaMaeve @AksiLangsung Kaum penyembah baliho habib mesum getol menolak RUU PKS ini, akan jd senjata makan tuan buat mrk klu sampe disahkan, krn bs menjerat @HabibRizieq_ID yg mrk banggakan itu atas kasus kekerasan seksual berbasis online (#ChatMesumHabibRizieq) yg dilakukannya terhadap Firza Husein"
211,1332208073365102593,813421418880765952,noa⁷,monochrosus,she/her,2016-12-26 16:29:13,80,707,False,2020-11-27 06:22:10,also its private matter??? kenapa mereka selalu maju paling depan untuk urusan kek gini tapi RUU PKS ga segera diurus????
212,1332207237696167938,1179106710356578305,🐾,obfusticated_,,2019-10-01 18:52:08,92,144,False,2020-11-27 06:18:51,"@uncleboydred buat jadi pembeda kayanya tidak deh, karena banyak juga yang nempuh cara laen daripada teriak RUU PKS, masa dipukul mereka bungkam penyintas jg? tdk toh
itu tagar jg jd jualan orang biar gampang deketin orang sana sini 😂 1 lagi, ga teriak bukan brrti nolak pembebasan perempuan"
213,1332205077633802240,1091183557639192576,-,fsexismcult,milky way ,2019-02-01 03:56:48,60,166,False,2020-11-27 06:10:16,"ayolah, jangan sepelekan kasus ks. jangan karena kamu tidak mengalaminya, lalu mengaburkan apa yang dirasakan oleh penyitas. penyintas butuh dukungan, salah satunya dengan adanya RUU PKS ini."
214,1332204049752461318,1091183557639192576,-,fsexismcult,milky way ,2019-02-01 03:56:48,60,166,False,2020-11-27 06:06:11,RUU PKS tuh urgent banget loh. memang mau tunggu berapa banyak penyintas lagi? mau tunggu berapa orang lagi yang ingin mati berkali kali karna kasus ks?
215,1332203389740990464,1290897052163948544,Arva Maeve,ArvaMaeve,,2020-08-05 06:27:28,2,65,False,2020-11-27 06:03:33,"@Nitro_Foxit @AksiLangsung Rakyat banyak bang, di daerah gw gak ada yang teriak teriak minta ngesahin RUU PKS malah anti semua, mungkin rakyat yang abang maksud wilayah middle high class leftist liberalist metropolitan doang paling"
216,1332203000354328576,1641976082,えびちゃん,ebican,,2013-08-03 03:52:29,428,240,False,2020-11-27 06:02:01,tolak RUU PKS tapi hesteknya hidup perempuan indonesia WKWKWKWKWKWKWKW NGENTOOOOOOOOOOODDDDDDDDDDD
217,1332201545035759617,195634885,Firth Of Fifth,Abdulghofursub,House Of The Rising Sun,2010-09-27 05:46:17,358,800,False,2020-11-27 05:56:14,"PKS 👍
RUU PKS 👎"
218,1332201409719136256,228184115,Nando Dei Rahman,Nandoderrr,Tangsel,2010-12-19 00:08:41,657,712,False,2020-11-27 05:55:41,"Selain bem fisip, fh, fib, ternyata bem fkm mendukung ruu pks segera sah. Keren juga nih agak rebel2 dikit, wkwkwk 

https://t.co/7yLv8tXTNz (Link Kajian bemkm fkm unand) https://t.co/0EJHEOj6s4"
219,1332200512817561602,227855084,Rama Yusuf,CukupRama,,2010-12-18 00:51:39,155,182,False,2020-11-27 05:52:08,"@txtdrpemerintah Cek, RUU PKS apa kabar ya?? Kebanyakan RUU
Kaya kerjanya bener aja dah"
220,1332200284987166720,1004742567462780931,trisiena,satelitsputnik,,2018-06-07 15:11:10,84,157,False,2020-11-27 05:51:13,siapa yang bilang ruu pks solasi juga yee aneh lu https://t.co/q83OrLrVBY
221,1332199771432370176,2835025296,Emperor-Elect Sharkastic Shark,Sharkastic01,,2014-09-28 12:57:38,365,360,False,2020-11-27 05:49:11,"@reyhan2f Bener banget 🤣🤣

Btw RUU PKS itu kenapa kontroversial sih? Isinya apa emangnya?"
222,1332199390946222081,1146418395920789506,momspaghetti,alzzptr,stuck with you,2019-07-03 14:00:19,339,446,False,2020-11-27 05:47:40,#masatidakpercayasihh? Udh ga percaya tapi masih nuntut buat ngesahin ruu pks iku njaluk mu piye sih? https://t.co/Wrrxsijizi
223,1332198888879525888,2835025296,Emperor-Elect Sharkastic Shark,Sharkastic01,,2014-09-28 12:57:38,365,360,False,2020-11-27 05:45:40,@mEiZARo @TheBookIRead2 RUU PKS isinya apa sih? Apa yang jadi kontroversial sih?
224,1332198688693776386,1153634546308358145,alpi,roticanecoklat,,2019-07-23 11:54:44,116,190,False,2020-11-27 05:44:53,@buyungmarpaunk Emang RUU PKS bertentangan dengan kitabullah?
225,1332198642753552385,2946690570,D Setiawan,dwisetiawanri,"DKI Jakarta, Indonesia",2014-12-28 18:49:00,3079,3647,False,2020-11-27 05:44:42,"Siapa sih Ketua BEM KM UNAND? Dia adalah Kader KAMMI (Kesatuan Aksi Mahasiswa Muslim Indonesia) Underground dari PKS (Partai Keadlilan Sejahtera). Tau kan kalau PKS secara terang-terangan menolak RUU PKS tsb. Jadi sudah jelas ya!
Mari kita kuliti bersama! https://t.co/E8sTSRYykI"
226,1332198583278338048,396371141,Iqbal Khatami,iqbalkhatami21,"Yogyakarta, Indonesia",2011-10-23 05:18:41,1279,494,False,2020-11-27 05:44:27,"BEM UNAND ini korwil sumbagut BEM SI padahal, tapi ya masa gini mengkaji sesuatu. Tadi habis baca kajian kalian, lain kali kalau bikin kajian minta masukan dan diskusikn dulu dengan ahlinya terutama ahli hukum. RUU PKS itu lex specialist khusus bahas kekerasan seksual. https://t.co/jYR3ValqjG"
227,1332198503133577216,1091183557639192576,-,fsexismcult,milky way ,2019-02-01 03:56:48,60,166,False,2020-11-27 05:44:08,"asli, berharap sama negara tuh emang sia-sia. percaya sama negara juga percuma. tapi bukan berarti RUU PKS udah ngga relevan lagi. sama kaya omnibus law yang harus dicabut. kitu tah masa gangerti sih 😭"
228,1332197287469019137,884077933677076480,jennie blackpvnk.,jejegvrl,,2017-07-09 15:52:59,246,386,False,2020-11-27 05:39:19,"ya emg ruu pks ini bukan solusi sih, soalnya penegakan sama aparat hukumnya pada bapuk. tapi ya karena kita dipaksa untuk percaya sama negara, kudunya negara ada feedback dong buat melindungi segenap bangsa indonesia yang jadi korban pelecehan seksual.

ya ga si?"
229,1332197159182032896,1312699458853851136,bewkoviç,buyungmarpaunk,,2020-10-04 10:22:04,66,194,False,2020-11-27 05:38:48,"Ga heran lah bem un4ndd tolak ruu pks, di padang sih setau gua ya, emang kentel hukum adatnya. Balik lagi ke adat basandi syara', syara' basandi kitabullah"
230,1332197054278365185,1212405116508049408,Socialdemocrat Jamet Warrior,Donojingan,"Wonokromo, Bantul",2020-01-01 16:08:25,28,47,False,2020-11-27 05:38:23,@nahlianahal @bemkmunand Alesan menolak RUU PKS karena mendukung partai PKS mb
231,1332196790192377857,97163422,Dea Anugrah,wildwestraven,,2009-12-16 08:02:28,17847,1085,False,2020-11-27 05:37:20,"#MosiTidakPercaya kan bukan mosi betulan meski banyak orang yang meneriakkannya benar-benar sudah tidak percaya. Dengan kata lain, usaha mengesahkan RUU PKS dan menggagalkan produk legislasi yang bermasalah justru harus jalan terus."
232,1332196520800653313,207008359,Mokoman,mokoman__,Medan,2010-10-24 08:54:08,545,381,False,2020-11-27 05:36:16,@bemkmunand Selama Oktober kemana bang? Kok tbtb nongol tautau langsung nolak RUU PKS. Nape dah?
233,1332196494959493125,2780091296,Jaesa Frantzich Kim,oliviasadakyu89,"Zhoumi, Yunho, Jaejoong",2014-08-30 06:48:18,1474,2870,False,2020-11-27 05:36:10,Ado yo padusi nan manolak ruu pks. Lah jaleh ruu pks tuh paralu
234,1332196165828284419,2780091296,Jaesa Frantzich Kim,oliviasadakyu89,"Zhoumi, Yunho, Jaejoong",2014-08-30 06:48:18,1474,2870,False,2020-11-27 05:34:51,"Baa lo ko bem UNAND bantuak ko? Baru BEM se lah otoriter

Den caliak reply nyo ado nan ngecek "" di ig ada ukhti rep yg dukung ruu pks ditanyakan minang nya ""

Woe rasis bana nan coment bantuak tu. Sia bana kau? https://t.co/hC0q7WZD1k"
235,1332195752483852288,1180486456717897728,#AntiPolitisiBusuk,antipolitisibsk,,2019-10-05 14:14:53,104,706,False,2020-11-27 05:33:13,@PolJokesID kok ada perempuan yg menolak RUU PKS??
236,1332195686914265095,712805134451888128,Dennis Santana Wijaya,dnssantana95,,2016-03-24 00:56:02,270,352,False,2020-11-27 05:32:57,"@bemkmunand Kajian terngaco,kebanyakan cocoklogi dibanding kajian ilmiahnya,gua berharap dpt argumentasi berbeda soal ruu pks,tp ngeliat ginian makin yakin gua,pihak2 yg menolak tuh kenapa."
237,1332195124873363456,4895998998,Anggota DPR Yth.,nugialindro,,2016-02-12 06:25:14,431,304,False,2020-11-27 05:30:43,"@bemkmunand RUU nya bukan solusi, PKS nya iya. Ya gak ?"
238,1332194755258662913,1221310838260129793,𝙚𝙠𝙖𝙡,heyhaihae,,2020-01-26 05:56:18,59,111,False,2020-11-27 05:29:15,"bem km unand napa si, ngesahkan ruu pks bukan berarti bebas sex, intinya kl mau sex harus consent bukan menganjurkan ngesex"
239,1332194670877700097,226544335,your nightmare,erempebe,Banjarbaru,2010-12-14 12:48:02,327,421,False,2020-11-27 05:28:55,"@txtdrpemerintah Hmmm oke oke, no prob, nanti malah bingung pas anak anaknya pengen punya medsos, lanjutkan, 

Tapi mbo ya RUU PKS dulu dikerjain"
240,1332194215426547712,1277217368,hon¹ᴰ,tropicolla,Ravenclaw,2013-03-18 08:56:21,1300,1303,False,2020-11-27 05:27:06,"RUU PKS yg lebih penting kapan dibahas sih?!! Asli gedeg bgt, ini tuh ruup pks lebih keliatan urgensinya skrg https://t.co/i5ut0kWC41"
241,1332193358991691782,1248263254259822592,jjjjjj,Tjasmineeeeee,,2020-04-09 14:55:33,34,112,False,2020-11-27 05:23:42,@txtdrpemerintah Knp ga ruu pks dulu sih
242,1332192637588176899,1299324969130754048,Miftah Chaerodin,chaerodi2,,2020-08-28 12:36:37,18,34,False,2020-11-27 05:20:50,@tunainhand @Whitebluess1 Tinggal masukin sekalian aturan yg melarang zina sukarela dan melakukan Aborsi . Baik yg memaksa maupun tidak . Adil Broo. Orang2 yg mengusulkan RUU PKS ini dulu juga yg menghalangi kami untuk judical review ke MK tentang KUHP perzinahan . Dan sekarang mereka membuat RUU PKS .
243,1332191546288992259,1216641221113729026,teman mu,kayntsyy,,2020-01-13 08:41:07,165,187,False,2020-11-27 05:16:30,"kayaknya ga perlu deh. ini pinter2nya org tua aja ngawasin anak underage buat make sosmed. gada sangkut pautnya sama undang-undang

udah dpr urusin ruu pks aja dulu dah :( astaga.. https://t.co/CFruR08AA5"
244,1332191535606034432,119475072,Tommy Albert Tobing,alberTobing,,2010-03-03 19:30:42,1189,873,False,2020-11-27 05:16:27,"Pertanyaan terakhir, kl bisa milih, mana yg kamu pilih: 
a. RUU PKS disahkan
b. RUU PKS tidak kunjung disahkan tapi makin banyak warga yg terlibat dlm gerakan penghapusan kekerasan seksual

Pertanyaan selanjutnya, dari 2 pilihan tadi mana yg paling mungkin dlm 3-5 tahun kedepan?"
245,1332190424727912448,438014765,Family Online Store,multiplicious,Worldwide,2011-12-16 02:57:42,74,13,False,2020-11-27 05:12:02,Komnas Perempuan Dorong DPR Sahkan RUU PKS pada 2021 https://t.co/7Pv8gANq3I
246,1332187757179879424,85257297,🌷,filladella,pekanbaru - padang,2009-10-26 06:59:04,1410,562,False,2020-11-27 05:01:26,@riznawita @YzDia @yayatgp Nolak ruu pks wit tapi bawa2 seluruh nama unand. Padahal banyak juga anak unand yang dukung.
247,1332187707557089283,1277484808977805312,SAS™ 月亮,sasprojects,Planet Earth,2020-06-29 06:11:38,112,323,False,2020-11-27 05:01:14,"@bemkmunand ""RUU PKS"" emang bukan ""SOLUSI"".

Walaupun sama2 6 huruf tapi yg satu depannya 'R' sementara yg lain depannya 'S'.

Gini ini aja dipake buat bikin tweet 🤦🏻‍♂️"
248,1332187437380956160,1310822917756739589,Aku Siapa,Aku12Yaa,My Location Unknown,2020-09-29 06:05:20,433,1032,False,2020-11-27 05:00:10,"@PolJokesID @BEM_Unila Seru jg nih liat sesama aktivis hastag lagi ribut masalah RUU PKS, saling sikut sana sini wkwkw, padahal angka kekerasan seksialndi internal kampus dan organisasi pelrlindungan hak wanita/buruh masih banyak (ex:Sindikasi)"
249,1332185800675450880,149028007,Pablo Honey,patriafedi,Ich dasein,2010-05-28 06:37:43,1153,667,False,2020-11-27 04:53:40,"@kimjongann yang bilang kiri signifikan siapa deh. konteksnya kan yg sepakat RUU PKS, mau itu gerakan kiri, kultural, paguyuban pecinta gorengan ya trserah. hal yg perlu dibarengin dr prjuangan pngesahan RUU PKS kan edukasinya."
250,1332185752919187457,1137227060416356352,Arief Setiawan II,Nitro_Foxit,"Kota Tangerang, Banten",2019-06-08 05:17:14,75,249,False,2020-11-27 04:53:28,@TirtoID Udh begini msh bilang RUU PKS gak urgent?
251,1332185736745951233,119475072,Tommy Albert Tobing,alberTobing,,2010-03-03 19:30:42,1189,873,False,2020-11-27 04:53:25,"Udah berkali-kali menjadi korban kekerasan dan melihat sesama warga jadi korban kekerasan rezim saat advokasi berbagai isu publik, termasuk #TolakUUCiptaker, kok masih menaruh harapan pada rezim tuk sahin ruu PKS, stockholm syndrome?"
252,1332185394918555649,820821014070202368,a,BLUENL0NELY,she/her ,2017-01-16 02:32:34,13,33,False,2020-11-27 04:52:03,mksdny Ruu pks kan pembahasan soal pelecehan seksual
253,1332185227892977664,236810104,Ryand,ryandrmls,Jakarta Capital Region,2011-01-11 12:29:41,661,560,False,2020-11-27 04:51:23,"Dont get me wrong, saya percaya isu perempuan dan gender itu major, penting, dan urgent. Cuma dlm so-called aliansi yg ""organik"", siapa yg punya kuasa ngeexclude orang?

Lagian hastag #ReformasiDikorupsi &amp; #MosiTidakPercaya ini buat isu apa? KPK? Omnibus? RUU PKS? Atau semuanya?"
254,1332184660751785984,1256152739127496704,Hilmi Aminuddin,AmanillahH,,2020-05-01 09:31:09,70,184,False,2020-11-27 04:49:08,@Sinfourth Ruu pks kuat sih di mahasiswa. Jumlah mereka ga seminoritas itu. Buktinya kampanye ruu pks bisa “menghabisi” partai bunderan di UGM.
255,1332184534226333696,1310822917756739589,Aku Siapa,Aku12Yaa,My Location Unknown,2020-09-29 06:05:20,433,1032,False,2020-11-27 04:48:38,"@PolJokesID Awkwkwkw, liat nih aktivis kampus kirik, pas OL kompak abis, pas udh ke RUU PKS mulai pecah kongsi ,saling sikut sendiri, diketawain opung Luhut lu semua"
256,1332184484431609856,151539457,Derai Derai Cemara,Nurburuuj,Indonesia,2010-06-03 16:51:01,2654,1372,False,2020-11-27 04:48:26,"@akun_pribumii @kenndaru gue sih prasangka positif aja, mosi ga percaya ama tuntutan sahin PKS RUU adalah dua agenda terpisah :))

yang gue pernah denger sih mosi ga percaya itu kek semacam memorandum parlemen kalo udah ga suka ama kabinet yang berkuasa bukan di parlementer?"
257,1332184060379099138,149028007,Pablo Honey,patriafedi,Ich dasein,2010-05-28 06:37:43,1153,667,False,2020-11-27 04:46:45,"@kimjongann yg gw permasalahin sih cancel2nya, lagian gerakan lain di satu kampus kan beragam. klo kelompok BEM nya ga lebih signifikan dari kelompok yg sepakat RUU PKS kan bisa. mau ngarep apa lagian sm BEM"
258,1332183977814155266,939632921954021376,friedrice engels,asianbabyghoul,,2017-12-09 23:08:40,11581,797,False,2020-11-27 04:46:25,hampir ga ada juga yg bilang kalo RUU PKS atau reformasi sistem bakal jadi solusi buat permasalahan kekerasan seksual. tujuan RUU PKS diperjuangkan kan buat harm reduction?
259,1332182814033207296,122537526,tragozevich,tragov,,2010-03-13 02:05:00,315,275,False,2020-11-27 04:41:48,"Duh RUU PKS segera disahkan dong. 

Ketahanan Keluarga bisakah nyelametin ginian? https://t.co/ZIaYvPfpUO"
260,1332182412206358529,318911092,Sadi,Sinfourth,Sepanjang kenangan,2011-06-17 07:42:31,635,536,False,2020-11-27 04:40:12,"demo Mahasiswa itu tentang UU KPK dan Omnibus Law.. Bukan tentang RUU PKS.

You must know your place, brat 🤣🤣"
261,1332182033297154048,318911092,Sadi,Sinfourth,Sepanjang kenangan,2011-06-17 07:42:31,635,536,False,2020-11-27 04:38:42,"Cancel orang yg nolak RUU PKS  ?

Bakal di ketawain sama HMI dan Kammi yg menguasai bem univ favorit 🤣 https://t.co/NhjgQr1fb6"
262,1332181259078930432,1276346304,Radar Bogor,radarbogorID,"Bogor, Jawa Barat",2013-03-18 00:23:46,3089,45,False,2020-11-27 04:35:37,Amnesty Desak DPR RI Prioritaskan Pengesahan RUU PKS pada 2021 https://t.co/AUAOfcBaYW lewat @radarbogorID
263,1332181132822016000,1011996975095402496,ca,incxrdible,,2018-06-27 15:37:35,194,335,False,2020-11-27 04:35:07,Tadi malem aneh bgt gue mimpi demo ruu pks sama member nct. Tp yg paling gue inget mukanya cuma jaehyun soalnya dia paling depan dan muka mark soalnya dia bagiin sabun colek buat ditaro di muka. Warna sabun coleknya bagus bgt kaya gelato rasa unicorn.
264,1332180807100682241,1169189653141786624,Librarian Grandma Fish,memekriot,Indonesia,2019-09-04 10:05:25,601,238,False,2020-11-27 04:33:49,"Dianggapnya: ya itu urusan nanti, yang penting HaNcUrIn NegArA DuLu. Jauh mana pengesahan ruu pks sama perjuta lawan tni. https://t.co/Dr7SwzDMqm"
265,1332180520403312641,1160193228127084544,Fuck,_your_face,,2019-08-10 14:16:35,59,138,False,2020-11-27 04:32:41,RUU PKS dulu nying https://t.co/8jnctZdwS2
266,1332180308481871874,997115074488688641,Bagimu jisoo jiwaraga kami 😻,Pemujajisoo,"Uttaranchal, India",2018-05-17 14:02:14,117,253,False,2020-11-27 04:31:50,"@uncleboydred @Antitesis101 Sektor2 baru tentu harus diajak, org yg nolak harus ditantang terus bahwa isu RUU PKS ini isu semua. Emg mustahil bikin org tbtb punya pengetahuan yg sama setelah ikutan aksi, apalagi prinsip antipatriarki-kapitalisme-fasisme enggan dirawat di gerakan massa yg populer."
267,1332180150968991744,115331436,(chris)tmas era 🎅,demortcracy,in the narrative  ,2010-02-18 09:55:36,2494,668,False,2020-11-27 04:31:13,"capek bgt selama ini konsolidasi, audiensi massa, selalu nomorduain RUU PKS &amp; demand dr kelompok LGBTQ dengan alasan ""bIaR B4nYAk Yg mAu iKu7"" padahal dari awal pergerakan kelompok yg selalu standby literally perempuan sm lgbt, but you invalidate us for a bunch of reactionaries?"
268,1332180087693742081,1042293872917803008,julie,_witchslut,,2018-09-19 06:06:38,2100,354,False,2020-11-27 04:30:58,"malah, menurut hemat sy, menghakimi gerakan yg mendorong pengesahan RUU—apapun: PKS, PRT, Masy. Adat, dll—justru sikap gak toleran.

seolah2 moda aktivisma kalian itu, yg serba kontrarian dan, bisa disebut, puritan (kalo anti, gausah ikuti aturan!), itu gerakan yg paling benar."
269,1332179528920154112,546025427,M.T. Akbar,mEiZARo,🇮🇩,2012-04-05 14:43:37,863,2389,False,2020-11-27 04:28:45,Harusnya gw nahan diri sih utk ga bahas RUU PKS ini. Polarisasi antara pendukung dan penentangnya udah gila
270,1332178906032476161,209562504,"Hello, this is...",MikeNotMarx,The Crossroad ,2010-10-29 12:41:41,392,460,False,2020-11-27 04:26:16,"@BrianFeb2 @momolciao @bemkmunand gak sarkas, mereka ada pernyataan sikap dan kajian yg menolak RUU PKS kok... cek IG mereka aja..."
271,1332178798427607040,546025427,M.T. Akbar,mEiZARo,🇮🇩,2012-04-05 14:43:37,863,2389,False,2020-11-27 04:25:50,"Bagus, sekarang gw udah diserang oleh sobat pendukung maupun penentang RUU PKS. Gw pengen nyatain sikap gw soal RUU tsb, di mana gw cenderung bodo amat, tidak sepenuhnya mendukung, dan jg tidak sepenuhnya menolak"
272,1332178052894232578,554091690,clue,numpanglihat,,2012-04-15 02:38:36,114,251,False,2020-11-27 04:22:53,@bemkmunand RUU PKS ITU HARUS MENDESAK DISAHKAN... KALIAN INI BAGAIMANA !!!
273,1332177240805625857,67806105,tobangado,vitavitex,,2009-08-22 03:46:46,771,319,False,2020-11-27 04:19:39,Mbok yg dibahas RUU PKS https://t.co/nxpqrSF7TE
274,1332177039261016066,1042293872917803008,julie,_witchslut,,2018-09-19 06:06:38,2100,354,False,2020-11-27 04:18:51,"penolakan kelompok tsb thd RUU PKS tidak bisa—TIDAK BISA—dicabut dr elemen misogini &amp; pengabaian thd kesejahteraan perempuan yg mendasari pengambilan sikap tsb.

gabisa diskursusnya jadi hanya sebatas perkara “beda pendapat” dan “kok ngatur2 siapa yg boleh ikut gerakan ato ngga?”"
275,1332176709227999237,1308973015519178752,jeee_,pijeee10,,2020-09-24 03:34:31,30,48,False,2020-11-27 04:17:32,"RUU PKS

https://t.co/LNYtxFQh18

Sebuah persembahan untuk Guru - Guru kami tercinta"
276,1332176657499623424,546025427,M.T. Akbar,mEiZARo,🇮🇩,2012-04-05 14:43:37,863,2389,False,2020-11-27 04:17:20,"Mungkin di kampus tsb mereka yg menolak sadar kalo mereka sbnrnya minoritas. Tapi yg dukung RUU PKS jg sih sbnrnya ga sebanyak itu jg di lingkungan yg sama, karena mayoritas masyarakat kampus cenderung bodo amat dgn keberadaan RUU PKS tsb."
277,1332176619587342336,209562504,"Hello, this is...",MikeNotMarx,The Crossroad ,2010-10-29 12:41:41,392,460,False,2020-11-27 04:17:11,"Ciiieeee... Dongkol RUU Ketahanan keluarga ditolak banyak fraksi, padahal kmren udah harmonisasi... Wkwkwkwkk~ Lo pada tau kan klo RUU PKS sah, RUU KK bakal tambah sulit, banyak pasal yg bertolak belakang sama RUU PKS, ya soalnya emang sarat kekerasan Seksual RUU KK itu. 🤭🤡 https://t.co/nev0ZfkhK2"
278,1332176495394000900,91255162,Fraksi PKS DPR RI,FPKSDPRRI,Jakarta Capital Region,2009-11-20 02:53:30,171695,63,True,2020-11-27 04:16:41,"Pendapat Mini Fraksi PKS DPR RI  Terhadap RUU tentang perubahan atas UU No 38 Tahun 2004 tentang jalan.
""Fraksi PKS berpendapat Khusus bagi penyandang disabilitas""

#fraksipksdprri 
#berkhidmatuntukrakyat 
#pkspeduli https://t.co/EPwiYXMZLf"
279,1332175742784815104,546025427,M.T. Akbar,mEiZARo,🇮🇩,2012-04-05 14:43:37,863,2389,False,2020-11-27 04:13:42,"Untuk soal militansi sih, mrk yg menolak RUU PKS tsb sama aja, agak susah jg diajak diskusi. Tapi bedanya, mereka yang menolak di kampus A ini masih mengakui kalo pihak yg mendukung RUU tsb di kampus A masih mewakili suara dari sebagian kampus A"
280,1332174581587615745,627881144,siva,sarcasfied,ur instagram feeds,2012-07-06 00:36:58,587,498,False,2020-11-27 04:09:05,@tubirfess assalamualaikum ruu pks
281,1332173906577289216,1262510938940293120,isyfalana,mutiaraabalqiis,,2020-05-18 22:30:51,9,151,False,2020-11-27 04:06:24,"Aku gk peduli dan gk menjadi bagian pro atau kontra ya. Tapi tolong, bikin RUU kok makin gajelas, yg gaada darurat dan urgensi malah dibikin2. bikin RUU korupsi sono klo berani, beratkan hukuman koruptor. Ruu PKS yg sepenting itu jg ada aja alesan bwt ditolak
#SahkanRUUPKS https://t.co/QXaKZArGFC"
282,1332173705070317579,546025427,M.T. Akbar,mEiZARo,🇮🇩,2012-04-05 14:43:37,863,2389,False,2020-11-27 04:05:36,"Tapi gila jg sih mereka2 yang mendukung RUU PKS, dimana kalo ada pihak yg menolak, atau bahkan hanya mempertanyakan sedikit hal dari RUU PKS, langsung di cancel rame2"
283,1332172656716644352,1100261325354061824,Raynal,musfiel,,2019-02-26 05:08:36,91,95,False,2020-11-27 04:01:26,"Kajian tentang sikap menolak RUU PKS, tapi pendahuluannya tentang kasus kekerasan seksual yg makin meningkat. Lah itu tau alasannya?"
